location,total_sqft,bath,balcony,price,bhk,price_per_sqft
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1145.0,2.0,2.0,46.0,2,4017.467248908297
HSR Layout,1009.0,2.0,2.0,56.0,2,5550.049554013875
HSR Layout,1145.0,2.0,2.0,46.0,2,4017.467248908297
HSR Layout,1100.0,2.0,2.0,44.0,2,4000.0
HSR Layout,1203.0,2.0,2.0,60.0,2,4987.5311720698255
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1203.0,2.0,2.0,60.0,2,4987.5311720698255
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
Haralur Road,1240.0,2.0,1.0,70.0,2,5645.1612903225805
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1202.0,2.0,1.0,53.0,2,4409.317803660566
Haralur Road,1056.0,2.0,1.0,61.0,2,5776.515151515152
Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1225.0,2.0,1.0,67.38,2,5500.408163265306
Haralur Road,1243.0,2.0,1.0,46.0,2,3700.7240547063557
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Haralur Road,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Haralur Road,1300.0,2.0,2.0,73.0,2,5615.384615384615
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1225.0,2.0,1.0,67.38,2,5500.408163265306
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1230.0,2.0,1.0,78.0,2,6341.463414634146
Haralur Road,1000.0,2.0,2.0,44.0,2,4400.0
Haralur Road,1300.0,2.0,2.0,79.0,2,6076.923076923077
Haralur Road,1444.0,2.0,1.0,80.0,3,5540.16620498615
Haralur Road,1088.0,2.0,1.0,68.0,2,6250.0
Haralur Road,1027.0,2.0,1.0,44.0,2,4284.323271665044
Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Haralur Road,1225.0,2.0,1.0,70.0,2,5714.285714285715
Haralur Road,1464.0,3.0,3.0,56.0,3,3825.136612021858
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1520.0,2.0,2.0,96.0,3,6315.789473684211
Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1520.0,2.0,2.0,90.0,3,5921.0526315789475
Haralur Road,1300.0,2.0,2.0,60.0,2,4615.384615384615
Haralur Road,1056.0,2.0,1.0,60.0,2,5681.818181818182
Haralur Road,1140.0,2.0,1.0,42.0,2,3684.2105263157896
Haralur Road,1245.0,2.0,3.0,62.0,2,4979.919678714859
Haralur Road,1140.0,2.0,2.0,58.0,2,5087.7192982456145
Haralur Road,1140.0,2.0,2.0,42.0,2,3684.2105263157896
Haralur Road,1027.0,2.0,2.0,43.0,2,4186.952288218111
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1560.0,3.0,1.0,90.0,3,5769.2307692307695
Haralur Road,1520.0,2.0,2.0,85.0,3,5592.105263157895
Haralur Road,1243.0,2.0,2.0,45.0,2,3620.2735317779566
Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323271665044
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1650.0,3.0,3.0,100.0,3,6060.606060606061
Haralur Road,1580.0,3.0,1.0,73.0,3,4620.2531645569625
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1520.0,2.0,2.0,96.0,3,6315.789473684211
Haralur Road,1510.0,3.0,2.0,83.05,3,5500.0
Haralur Road,1056.0,2.0,1.0,65.0,2,6155.30303030303
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,575.0,1.0,1.0,38.0,1,6608.695652173913
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Haralur Road,1243.0,2.0,1.0,46.0,2,3700.7240547063557
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1225.0,2.0,1.0,77.0,2,6285.714285714285
Haralur Road,1285.0,2.0,1.0,78.0,2,6070.038910505837
Haralur Road,1225.0,2.0,1.0,67.48,2,5508.571428571428
Haralur Road,1225.0,2.0,1.0,69.84,2,5701.224489795918
Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335
Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695
Haralur Road,1027.0,1.0,2.0,44.0,2,4284.323271665044
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Haralur Road,1300.0,2.0,1.0,75.0,2,5769.2307692307695
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1230.0,2.0,1.0,67.65,2,5500.000000000001
Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Haralur Road,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Haralur Road,1464.0,3.0,2.0,56.0,3,3825.136612021858
Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335
Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
Harlur,1174.0,2.0,1.0,69.0,2,5877.342419080068
Harlur,1197.0,2.0,1.0,84.0,2,7017.543859649123
Harlur,1174.0,2.0,1.0,76.0,2,6473.594548551959
Harlur,1290.0,2.0,1.0,85.0,2,6589.147286821705
Harlur,1152.0,2.0,2.0,69.0,2,5989.583333333333
Harlur,1290.0,2.0,1.0,87.0,2,6744.186046511628
Harlur,1884.0,4.0,2.0,120.0,4,6369.426751592357
Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389
Harlur,1174.0,2.0,1.0,78.0,2,6643.9522998296425
Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389
Harlur,1174.0,2.0,1.0,75.0,2,6388.415672913117
Harlur,1414.0,3.0,2.0,77.5,3,5480.905233380481
Harlur,1197.0,2.0,1.0,82.0,2,6850.459482038429
Harlur,1174.0,2.0,1.0,75.0,2,6388.415672913117
Harlur,1197.0,2.0,1.0,78.0,2,6516.290726817043
Harlur,1290.0,2.0,1.0,89.9,2,6968.992248062015
Harlur,1386.0,2.0,2.0,85.0,2,6132.7561327561325
Harlur,1174.0,2.0,1.0,74.0,2,6303.236797274276
Harlur,1174.0,2.0,1.0,78.0,2,6643.9522998296425
Harlur,1197.0,2.0,1.0,77.0,2,6432.748538011696
Harlur,1197.0,2.0,1.0,76.0,2,6349.206349206349
Harlur,1197.0,2.0,1.0,75.0,2,6265.664160401003
Harlur,1197.0,2.0,1.0,79.9,2,6675.020885547202
Harlur,1370.0,2.0,2.0,88.0,2,6423.3576642335765
Hebbal,1000.0,2.0,2.0,45.0,2,4500.0
Hebbal,1036.0,2.0,1.0,50.0,2,4826.254826254826
Hebbal,1255.0,2.0,1.0,77.68,3,6189.641434262949
Hebbal,1355.0,3.0,1.0,83.87,3,6189.667896678967
Hebbal,687.325,2.0,0.0,42.72,2,6215.40028370858
Hebbal,1080.0,2.0,1.0,54.0,2,5000.0
Hebbal,1100.0,2.0,2.0,50.0,2,4545.454545454545
Hebbal,812.0,2.0,2.0,55.0,2,6773.399014778325
Hebbal,1075.0,2.0,3.0,52.0,2,4837.209302325581
Hebbal,1040.0,2.0,1.0,50.0,2,4807.692307692308
Hebbal,1255.0,2.0,1.0,77.68,3,6189.641434262949
Hebbal,823.0,2.0,1.0,50.63,2,6151.883353584447
Hebbal,1069.0,3.0,2.0,65.4,3,6117.867165575305
Hebbal,1040.0,2.0,2.0,46.0,2,4423.076923076923
Hebbal,1100.0,2.0,2.0,47.0,2,4272.727272727273
Hebbal,1700.0,3.0,2.0,124.0,3,7294.117647058823
Hebbal,1550.0,2.0,2.0,75.0,3,4838.709677419355
Hebbal,1053.0,2.0,1.0,48.0,2,4558.404558404558
Hebbal,1355.0,3.0,1.0,83.87,3,6189.667896678967
Hebbal,1100.0,2.0,1.0,54.0,2,4909.090909090909
Hebbal,1355.0,3.0,1.0,83.87,3,6189.667896678967
Hebbal,1255.0,2.0,1.0,77.68,3,6189.641434262949
Hebbal,919.0,2.0,1.0,49.0,2,5331.882480957563
Hebbal,1645.0,3.0,2.0,135.0,3,8206.686930091186
Hebbal,1355.0,3.0,2.0,83.87,3,6189.667896678967
Hebbal,1645.0,3.0,2.0,117.0,3,7112.462006079028
Hebbal,1251.0,2.0,1.0,88.73,2,7092.725819344524
Hebbal,1645.0,3.0,2.0,121.0,3,7355.623100303951
Hebbal,1645.0,3.0,2.0,120.0,3,7294.83282674772
Hebbal,1255.0,2.0,1.0,90.0,3,7171.314741035857
Hebbal,1645.0,3.0,2.0,117.0,3,7112.462006079028
Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949
Hebbal,1586.0,3.0,2.0,90.0,3,5674.653215636822
Hebbal,1255.0,2.0,1.0,95.0,3,7569.721115537848
Hebbal,1328.0,2.0,2.0,60.0,3,4518.0722891566265
Hebbal,1269.0,2.0,1.0,73.0,3,5752.561071710008
Hebbal,1255.0,2.0,1.0,95.0,3,7569.721115537848
Hebbal,1088.0,2.0,2.0,61.45,2,5647.97794117647
Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949
Hebbal,1255.0,2.0,1.0,90.0,3,7171.314741035857
Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949
Hebbal,1250.0,2.0,1.0,55.55,2,4444.0
Hebbal,1200.0,2.0,1.0,49.0,2,4083.3333333333335
Hebbal,1088.0,2.0,2.0,62.0,2,5698.529411764706
Hebbal,1299.0,2.0,1.0,100.0,2,7698.229407236336
Hebbal,1200.0,2.0,1.0,60.0,2,5000.0
Hebbal,1645.0,3.0,2.0,117.0,3,7112.462006079028
Hebbal,1390.0,2.0,2.0,95.0,2,6834.53237410072
Hebbal,1204.0,2.0,2.0,45.0,2,3737.5415282392028
Hebbal,1355.0,3.0,2.0,83.87,3,6189.667896678967
Hebbal,1200.0,2.0,1.0,52.0,2,4333.333333333333
Hebbal,1255.0,2.0,1.0,95.0,3,7569.721115537848
Hebbal,1645.0,3.0,2.0,117.0,3,7112.462006079028
Hebbal,1110.0,3.0,3.0,59.0,3,5315.315315315315
Hebbal,1200.0,2.0,2.0,52.0,2,4333.333333333333
Hebbal,985.0,2.0,2.0,62.0,2,6294.416243654822
Hebbal,1040.0,2.0,1.0,55.0,2,5288.461538461538
Hebbal,1315.0,3.0,3.0,65.0,3,4942.9657794676805
Hebbal,1150.0,2.0,1.0,55.0,2,4782.608695652174
Hebbal,1075.0,2.0,0.0,52.0,2,4837.209302325581
Hebbal,1100.0,2.0,2.0,42.0,2,3818.181818181818
Hebbal,1200.0,2.0,2.0,48.0,2,4000.0
Hebbal,1645.0,3.0,2.0,113.0,3,6869.300911854103
Hebbal,1175.0,2.0,0.0,54.05,2,4600.0
Hebbal,1355.0,3.0,2.0,83.87,3,6189.667896678967
Hebbal,1590.0,3.0,2.0,96.0,3,6037.735849056604
Hebbal,1072.0,2.0,2.0,45.0,2,4197.761194029851
Hebbal,1162.0,2.0,1.0,69.0,2,5938.037865748709
Hebbal,1100.0,2.0,1.0,60.0,2,5454.545454545455
Hebbal,1299.0,2.0,1.0,97.0,2,7467.282525019245
Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949
Hebbal,1645.0,3.0,2.0,117.0,3,7112.462006079028
Hebbal,1252.0,2.0,1.0,92.0,2,7348.242811501597
Hebbal,1162.0,2.0,1.0,59.0,2,5077.452667814114
Hebbal,1294.0,2.0,1.0,115.0,2,8887.171561051005
Hebbal,1150.0,2.0,1.0,57.0,2,4956.521739130435
Hebbal,1430.0,3.0,1.0,85.0,3,5944.055944055944
Hebbal,1662.0,3.0,2.0,155.0,3,9326.113116726836
Hebbal Kempapura,1700.0,3.0,2.0,155.0,3,9117.64705882353
Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.734513274337
Hebbal Kempapura,1200.0,2.0,1.0,125.0,2,10416.666666666666
Hebbal Kempapura,1300.0,2.0,2.0,102.0,2,7846.153846153846
Hebbal Kempapura,1466.0,2.0,3.0,140.0,3,9549.795361527968
Hebbal Kempapura,1654.0,2.0,3.0,85.0,3,5139.056831922612
Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.734513274337
Hebbal Kempapura,1485.0,3.0,3.0,132.0,2,8888.888888888889
Hebbal Kempapura,1400.0,2.0,2.0,108.0,2,7714.285714285715
Hebbal Kempapura,1800.0,3.0,3.0,150.0,3,8333.333333333334
Hebbal Kempapura,1436.0,2.0,2.0,75.0,3,5222.841225626741
Hebbal Kempapura,1600.0,3.0,3.0,170.0,3,10625.0
Hegde Nagar,1569.0,3.0,1.0,101.0,3,6437.221159974506
Hegde Nagar,1200.0,4.0,1.0,83.0,4,6916.666666666667
Hegde Nagar,1570.0,3.0,1.0,105.0,3,6687.898089171975
Hegde Nagar,1584.01,3.0,1.0,103.0,3,6502.484201488627
Hegde Nagar,1200.0,2.0,0.0,75.0,2,6250.0
Hegde Nagar,1340.0,2.0,2.0,72.0,2,5373.134328358209
Hegde Nagar,1584.01,3.0,1.0,104.0,3,6565.615116066187
Hegde Nagar,1168.0,2.0,1.0,68.0,3,5821.917808219178
Hegde Nagar,1000.0,2.0,0.0,66.0,2,6600.0
Hegde Nagar,1348.0,2.0,2.0,80.5,3,5971.810089020772
Hennur,1075.0,2.0,1.0,52.0,2,4837.209302325581
Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Hennur,1225.0,2.0,1.0,57.0,2,4653.061224489796
Hennur,1255.0,2.0,1.0,57.5,2,4581.673306772908
Hennur,1259.0,2.0,2.0,57.0,2,4527.4027005559965
Hennur,1255.0,2.0,2.0,53.5,2,4262.948207171315
Hennur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Hennur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Hennur,1100.0,2.0,1.0,60.0,2,5454.545454545455
Hennur,1231.0,2.0,2.0,48.0,2,3899.268887083672
Hennur,1255.0,2.0,1.0,58.0,2,4621.5139442231075
Hennur,1040.0,2.0,2.0,42.12,2,4050.0
Hennur,1255.0,2.0,1.0,54.5,2,4342.629482071713
Hennur,1041.0,2.0,2.0,40.6,2,3900.0960614793466
Hennur,1340.0,3.0,2.0,54.24,3,4047.7611940298507
Hennur,1255.0,2.0,1.0,55.5,2,4422.310756972111
Hennur,1260.0,2.0,2.0,52.0,3,4126.984126984127
Hennur,1231.0,2.0,2.0,50.0,2,4061.7384240454917
Hennur,1160.0,2.0,1.0,49.0,2,4224.137931034483
Hennur,1255.0,2.0,2.0,53.5,2,4262.948207171315
Hennur,1255.0,2.0,2.0,55.5,2,4422.310756972111
Hennur,1100.0,2.0,1.0,44.55,2,4050.0
Hennur,1255.0,2.0,1.0,57.5,2,4581.673306772908
Hennur,960.0,2.0,1.0,48.0,2,5000.0
Hennur,1020.0,2.0,1.0,48.0,2,4705.882352941177
Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Hennur,1295.0,2.0,1.0,64.0,2,4942.084942084942
Hennur,1345.0,2.0,1.0,69.0,3,5130.111524163569
Hennur,1255.0,2.0,1.0,58.0,2,4621.5139442231075
Hennur,1155.0,2.0,2.0,54.5,2,4718.614718614718
Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
Hennur,1255.0,2.0,2.0,52.35,2,4171.314741035857
Hennur,1340.0,2.0,2.0,54.27,3,4050.0
Hennur,1255.0,2.0,2.0,54.5,2,4342.629482071713
Hennur,1255.0,2.0,1.0,55.5,2,4422.310756972111
Hennur,1255.0,2.0,1.0,53.57,2,4268.525896414342
Hennur,1255.0,2.0,2.0,56.5,2,4501.99203187251
Hennur,1050.0,2.0,2.0,42.73,2,4069.5238095238096
Hennur,1295.0,2.0,1.0,62.0,2,4787.644787644787
Hennur Road,1500.0,2.0,2.0,62.0,3,4133.333333333333
Hennur Road,1157.0,2.0,1.0,84.0,2,7260.155574762316
Hennur Road,1561.0,3.0,2.0,95.0,3,6085.842408712364
Hennur Road,1192.0,2.0,1.0,60.0,3,5033.557046979866
Hennur Road,1482.0,2.0,1.0,92.0,3,6207.827260458839
Hennur Road,1232.0,2.0,2.0,89.0,2,7224.025974025974
Hennur Road,1065.0,2.0,1.0,42.6,2,4000.0
Hennur Road,1482.0,2.0,2.0,83.73,3,5649.797570850203
Hennur Road,1482.0,2.0,1.0,87.0,3,5870.4453441295545
Hennur Road,987.0,2.0,1.0,49.0,2,4964.5390070921985
Hennur Road,1186.0,2.0,1.0,63.0,3,5311.973018549747
Hennur Road,1065.0,2.0,1.0,42.6,2,4000.0
Hennur Road,1186.0,2.0,1.0,56.0,3,4721.753794266442
Hennur Road,1586.0,3.0,3.0,93.94,3,5923.076923076923
Hennur Road,1290.0,2.0,1.0,94.5,3,7325.581395348837
Hennur Road,901.0,2.0,1.0,49.5,2,5493.895671476138
Hennur Road,1445.0,3.0,1.0,86.56,3,5990.311418685121
Hennur Road,1482.0,2.0,3.0,97.0,3,6545.209176788124
Hennur Road,1182.0,2.0,2.0,82.5,2,6979.6954314720815
Hennur Road,1192.0,2.0,1.0,62.0,3,5201.342281879195
Hennur Road,1036.0,2.0,1.0,59.46,2,5739.382239382239
Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Hennur Road,1590.0,3.0,2.0,96.5,3,6069.182389937107
Hennur Road,1445.0,2.0,1.0,105.0,3,7266.435986159169
Hennur Road,1036.0,2.0,1.0,59.45,2,5738.416988416989
Hennur Road,1359.0,2.0,2.0,104.0,2,7652.685798381162
Hennur Road,1040.0,2.0,2.0,50.0,2,4807.692307692308
Hennur Road,1685.0,3.0,2.0,95.0,3,5637.982195845697
Hennur Road,1232.0,2.0,2.0,89.0,2,7224.025974025974
Hennur Road,1250.0,2.0,1.0,77.88,3,6230.4
Hennur Road,1232.0,2.0,1.0,87.0,2,7061.688311688312
Hennur Road,1232.0,2.0,1.0,74.0,2,6006.493506493506
Hennur Road,1232.0,2.0,1.0,66.0,2,5357.142857142857
Hennur Road,1232.0,2.0,1.0,88.0,2,7142.857142857143
Hennur Road,1552.0,3.0,3.0,75.0,3,4832.474226804124
Hennur Road,1015.0,2.0,2.0,50.0,2,4926.108374384236
Hennur Road,1186.0,2.0,2.0,55.33,3,4665.2613827993255
Hennur Road,1232.0,2.0,1.0,69.6,2,5649.350649350648
Hennur Road,1195.0,2.0,2.0,73.0,2,6108.786610878661
Hennur Road,1020.0,2.0,3.0,47.0,2,4607.843137254902
Hennur Road,1061.0,2.0,1.0,54.92,2,5176.248821866164
Hennur Road,1585.0,2.0,3.0,80.0,3,5047.318611987382
Hennur Road,1020.0,2.0,0.0,45.0,2,4411.764705882353
Hennur Road,1232.0,2.0,1.0,87.0,2,7061.688311688312
Hennur Road,1066.0,2.0,1.0,52.23,2,4899.624765478424
Hennur Road,973.0,2.0,1.0,56.0,2,5755.395683453237
Hennur Road,1255.0,2.0,1.0,84.0,2,6693.227091633466
Hennur Road,1232.0,2.0,1.0,83.0,2,6737.012987012987
Hennur Road,1445.0,2.0,2.0,86.69,3,5999.307958477509
Hennur Road,1445.0,2.0,1.0,83.0,3,5743.9446366782
Hennur Road,1679.0,3.0,2.0,94.86,3,5649.791542584872
Hennur Road,1482.0,2.0,1.0,68.9,3,4649.122807017545
Hennur Road,1450.0,3.0,1.0,88.6,3,6110.3448275862065
Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Hennur Road,1053.0,2.0,1.0,53.0,2,5033.2383665717
Hennur Road,1195.0,2.0,2.0,59.0,2,4937.238493723849
Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Hennur Road,1590.0,3.0,2.0,105.0,3,6603.773584905661
Hennur Road,1100.0,2.0,1.0,78.0,3,7090.909090909091
Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Hennur Road,1030.0,2.0,1.0,46.5,2,4514.563106796117
Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
Hennur Road,1450.0,3.0,2.0,79.0,3,5448.275862068966
Hennur Road,1445.0,2.0,1.0,89.56,3,6197.923875432526
Hennur Road,973.0,2.0,1.0,50.74,2,5214.799588900309
Hennur Road,1482.0,2.0,1.0,83.73,3,5649.797570850203
Hennur Road,1305.0,2.0,1.0,77.0,3,5900.383141762452
Hennur Road,1672.0,3.0,2.0,86.0,3,5143.540669856459
Hennur Road,1165.0,2.0,1.0,67.0,2,5751.07296137339
Hennur Road,980.0,2.0,1.0,51.0,2,5204.081632653061
Hennur Road,1232.0,2.0,1.0,80.0,2,6493.506493506494
Hennur Road,1085.0,2.0,1.0,43.4,2,4000.0
Hennur Road,950.0,2.0,1.0,55.0,2,5789.473684210527
Hennur Road,1140.0,2.0,2.0,56.0,2,4912.2807017543855
Hennur Road,1735.0,3.0,3.0,78.0,3,4495.677233429395
Hennur Road,1470.0,2.0,1.0,75.0,3,5102.040816326531
Hennur Road,1165.0,2.0,1.0,52.0,2,4463.519313304721
Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Hoodi,985.0,2.0,2.0,67.0,2,6802.030456852792
Hoodi,1639.0,3.0,2.0,110.0,3,6711.4093959731545
Hoodi,1606.0,3.0,3.0,89.55,3,5575.965130759651
Hoodi,1445.0,3.0,2.0,65.0,3,4498.269896193771
Hoodi,1512.0,3.0,2.0,75.77,3,5011.243386243386
Hoodi,1026.0,2.0,1.0,60.87,2,5932.748538011696
Hoodi,1050.0,2.0,2.0,50.0,2,4761.9047619047615
Hoodi,1196.0,2.0,0.0,71.74,2,5998.327759197324
Hoodi,1553.0,3.0,2.0,83.09,3,5350.289761751449
Hoodi,1055.0,2.0,1.0,57.63,2,5462.559241706161
Hoodi,1746.0,3.0,3.0,84.95,3,4865.406643757159
Hoodi,706.0,1.0,1.0,48.24,1,6832.8611898017
Hoodi,1257.0,2.0,1.0,69.0,2,5489.260143198091
Hoodi,1132.0,2.0,0.0,67.9,2,5998.233215547704
Hoodi,1769.0,3.0,3.0,96.87,3,5475.975127190503
Hoodi,1257.0,2.0,1.0,71.03,2,5650.755767700875
Hoodi,1490.0,3.0,2.0,79.0,3,5302.013422818792
Hoodi,1240.0,2.0,3.0,65.0,2,5241.935483870968
Hoodi,1370.0,3.0,2.0,67.0,3,4890.510948905109
Hoodi,1108.0,2.0,1.0,74.23,2,6699.458483754513
Hoodi,1257.0,2.0,1.0,68.5,2,5449.482895783612
Hoodi,1000.0,2.0,2.0,48.0,2,4800.0
Hoodi,1063.0,2.0,1.0,61.17,2,5754.468485418626
Hoodi,1259.0,2.0,2.0,69.45,2,5516.282764098491
Hoodi,711.0,1.0,0.0,42.65,1,5998.5935302391
Hoodi,1559.0,3.0,1.0,81.55,3,5230.917254650417
Hoodi,863.0,1.0,0.0,40.55,1,4698.725376593278
Hoodi,1350.0,3.0,2.0,70.0,3,5185.185185185185
Hoodi,1447.0,3.0,2.0,76.0,2,5252.24602626123
Hoodi,1108.0,2.0,0.0,66.46,2,5998.194945848375
Hoodi,1400.0,3.0,2.0,74.0,3,5285.714285714285
Hoodi,1644.0,3.0,3.0,80.51,3,4897.20194647202
Hoodi,1181.0,2.0,2.0,55.0,2,4657.070279424217
Hoodi,1490.0,3.0,0.0,85.0,3,5704.697986577181
Horamavu Agara,1200.0,2.0,1.0,45.0,2,3750.0
Horamavu Agara,1560.0,3.0,2.0,75.0,3,4807.692307692308
Horamavu Agara,755.0,2.0,1.0,37.49,2,4965.562913907284
Horamavu Agara,982.0,2.0,1.0,47.65,2,4852.34215885947
Horamavu Agara,950.0,2.0,3.0,39.0,2,4105.263157894737
Horamavu Agara,1106.0,2.0,1.0,43.09,2,3896.021699819168
Horamavu Agara,1079.0,2.0,2.0,41.0,2,3799.8146431881373
Horamavu Agara,1169.0,2.0,1.0,64.0,2,5474.764756201882
Horamavu Agara,1265.0,2.0,1.0,65.0,3,5138.339920948617
Horamavu Agara,1060.0,2.0,1.0,37.0,2,3490.566037735849
Horamavu Agara,1107.83,2.0,1.0,41.51,2,3746.964787016059
Horamavu Agara,980.0,2.0,1.0,38.19,2,3896.938775510204
Horamavu Agara,1250.0,3.0,2.0,65.0,3,5200.0
Horamavu Agara,1145.0,2.0,1.0,41.21,2,3599.126637554585
Horamavu Agara,1000.0,2.0,1.0,46.0,2,4600.0
Horamavu Agara,760.0,2.0,2.0,37.49,2,4932.894736842105
Horamavu Agara,1150.0,2.0,1.0,42.0,2,3652.1739130434785
Horamavu Agara,1364.0,2.0,3.0,50.0,3,3665.689149560117
Horamavu Agara,750.0,2.0,1.0,37.49,2,4998.666666666667
Horamavu Agara,625.0,1.0,1.0,27.0,1,4320.0
Horamavu Agara,1080.0,2.0,1.0,38.0,2,3518.5185185185187
Horamavu Agara,994.0,2.0,1.0,42.28,2,4253.521126760564
Horamavu Agara,1107.83,2.0,1.0,41.51,2,3746.964787016059
Horamavu Agara,1300.0,2.0,2.0,52.0,3,4000.0
Horamavu Agara,1090.0,2.0,1.0,46.0,2,4220.183486238532
Horamavu Agara,1400.0,3.0,3.0,63.0,3,4500.0
Horamavu Agara,1557.0,3.0,1.0,70.0,3,4495.82530507386
Horamavu Agara,1058.0,2.0,2.0,47.0,2,4442.34404536862
Horamavu Banaswadi,1554.0,3.0,2.0,55.0,3,3539.253539253539
Horamavu Banaswadi,1611.0,3.0,3.0,66.0,3,4096.83426443203
Horamavu Banaswadi,1156.0,2.0,2.0,46.0,2,3979.2387543252594
Horamavu Banaswadi,1180.0,2.0,2.0,58.0,2,4915.254237288135
Horamavu Banaswadi,1307.0,2.0,2.0,51.6,2,3947.972456006121
Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2,3979.3662490788506
Horamavu Banaswadi,925.0,2.0,3.0,38.0,2,4108.108108108108
